OrderID,Date,CustomerID,ProductID,StoreID,Qty,Discount%,Tax%,Total,Profit
O00827,2025-02-21,C0081,P003,S01,1,5,15,273.12,136.25
O00828,2021-10-12,C0075,P006,S01,3,15,15,762.45,384.9
O00829,2025-05-22,C0211,P003,S04,3,5,15,819.38,408.75
O00830,2024-05-14,C0097,P001,S02,2,0,15,299,140
O00831,2024-04-10,C0137,P005,S05,2,20,15,202.4,106.8
O00832,2021-04-20,C0119,P006,S01,3,0,15,897,420
O00833,2023-11-10,C0245,P002,S05,4,10,15,828,416
O00834,2021-01-11,C0199,P004,S04,2,5,15,699.2,330.4
O00835,2021-01-30,C0116,P001,S04,1,10,15,134.55,66.1
O00836,2025-04-30,C0212,P002,S02,2,0,15,460,220
O00837,2020-12-28,C0225,P005,S04,3,15,15,322.57,165.15
O00838,2024-12-22,C0127,P004,S04,1,20,15,294.4,150.8
O00839,2024-02-14,C0195,P006,S03,4,20,15,956.8,497.6
O00840,2025-04-07,C0293,P005,S05,1,20,15,101.2,53.4
O00841,2020-08-11,C0232,P004,S01,2,20,15,588.8,301.6
O00842,2023-01-06,C0203,P006,S01,4,20,15,956.8,497.6
O00843,2024-04-16,C0026,P002,S03,4,15,15,782,404
O00844,2024-12-16,C0156,P003,S04,2,15,15,488.75,257.5
O00845,2021-08-25,C0028,P006,S05,2,15,15,508.3,256.6
O00846,2024-08-26,C0232,P001,S05,1,5,15,142.03,68.05
O00847,2024-05-13,C0300,P006,S05,2,15,15,508.3,256.6
O00848,2022-04-26,C0166,P004,S01,2,15,15,625.6,311.2
O00849,2023-04-23,C0104,P004,S01,3,10,15,993.6,481.2
O00850,2023-11-17,C0084,P006,S01,1,0,15,299,140
O00851,2023-12-17,C0231,P006,S03,1,20,15,239.2,124.4
O00852,2023-12-19,C0197,P006,S05,2,15,15,508.3,256.6
O00853,2023-02-01,C0195,P001,S02,3,20,15,358.8,186.6
O00854,2024-11-19,C0077,P002,S02,2,0,15,460,220
O00855,2022-05-09,C0158,P003,S04,3,5,15,819.38,408.75
O00856,2020-08-28,C0068,P002,S01,3,0,15,690,330
O00857,2022-07-28,C0255,P004,S05,1,20,15,294.4,150.8
O00858,2024-12-12,C0253,P002,S02,4,15,15,782,404
O00859,2022-04-19,C0227,P001,S05,1,5,15,142.03,68.05
O00860,2024-12-11,C0281,P003,S05,2,0,15,575,280
O00861,2021-01-13,C0076,P001,S03,1,5,15,142.03,68.05
O00862,2024-10-14,C0017,P006,S05,3,10,15,807.3,396.6
O00863,2025-02-27,C0045,P001,S01,4,5,15,568.1,272.2
O00864,2020-11-26,C0146,P005,S05,2,15,15,215.05,110.1
O00865,2024-03-14,C0297,P003,S01,1,10,15,258.75,132.5
O00866,2021-10-23,C0189,P004,S01,4,20,15,1177.6,603.2
O00867,2020-05-12,C0150,P004,S02,1,10,15,331.2,160.4
O00868,2021-11-05,C0270,P004,S05,2,5,15,699.2,330.4
O00869,2023-06-07,C0030,P001,S05,1,15,15,127.08,64.15
O00870,2024-01-22,C0148,P004,S05,3,10,15,993.6,481.2
O00871,2022-12-12,C0295,P005,S03,2,20,15,202.4,106.8
O00872,2023-02-26,C0255,P005,S04,4,5,15,480.7,233.4
O00873,2024-12-14,C0120,P006,S03,2,0,15,598,280
O00874,2020-08-30,C0013,P004,S01,2,20,15,588.8,301.6
O00875,2022-04-29,C0212,P001,S03,3,20,15,358.8,186.6
O00876,2024-07-08,C0109,P001,S02,3,10,15,403.65,198.3
O00877,2024-06-06,C0035,P003,S03,3,0,15,862.5,420
O00878,2020-08-21,C0171,P003,S04,1,5,15,273.12,136.25
O00879,2021-02-01,C0170,P003,S04,4,0,15,1150,560
O00880,2023-08-15,C0070,P004,S02,4,20,15,1177.6,603.2
O00881,2025-01-08,C0172,P004,S04,1,20,15,294.4,150.8
O00882,2021-09-05,C0290,P006,S03,1,5,15,284.05,136.1
O00883,2023-03-28,C0170,P003,S01,2,10,15,517.5,265
O00884,2024-09-17,C0016,P003,S04,2,20,15,460,250
O00885,2023-05-25,C0200,P002,S05,1,10,15,207,104
O00886,2023-12-15,C0162,P006,S01,3,15,15,762.45,384.9
O00887,2020-06-26,C0255,P002,S03,4,10,15,828,416
O00888,2021-03-18,C0269,P003,S02,1,10,15,258.75,132.5
O00889,2024-05-26,C0020,P002,S01,4,20,15,736,392
O00890,2020-02-21,C0248,P005,S02,2,10,15,227.7,113.4
O00891,2025-03-06,C0248,P006,S05,3,10,15,807.3,396.6
O00892,2020-10-20,C0051,P005,S02,2,0,15,253,120
O00893,2022-07-29,C0199,P006,S05,1,0,15,299,140
O00894,2021-09-28,C0023,P006,S05,1,10,15,269.1,132.2
O00895,2022-08-14,C0024,P001,S05,3,0,15,448.5,210
O00896,2023-03-28,C0160,P006,S02,3,5,15,852.15,408.3
O00897,2021-01-29,C0147,P003,S05,3,15,15,733.12,386.25
O00898,2023-10-06,C0061,P003,S02,2,10,15,517.5,265
O00899,2020-08-22,C0008,P005,S05,1,5,15,120.17,58.35
O00900,2023-01-16,C0180,P005,S03,3,5,15,360.52,175.05
O00901,2025-04-15,C0146,P005,S02,2,0,15,253,120
O00902,2021-09-29,C0174,P005,S04,1,5,15,120.17,58.35
O00903,2020-02-29,C0242,P006,S01,1,15,15,254.15,128.3
O00904,2020-04-20,C0045,P004,S04,2,20,15,588.8,301.6
O00905,2024-12-30,C0229,P005,S03,3,10,15,341.55,170.1
O00906,2024-08-01,C0102,P006,S05,1,15,15,254.15,128.3
O00907,2023-03-08,C0068,P001,S04,1,15,15,127.08,64.15
O00908,2021-09-27,C0239,P004,S02,2,5,15,699.2,330.4
O00909,2024-10-29,C0133,P003,S04,2,10,15,517.5,265
O00910,2024-06-03,C0167,P004,S04,1,0,15,368,170
O00911,2022-08-31,C0058,P003,S04,4,5,15,1092.5,545
O00912,2021-08-01,C0179,P005,S05,2,20,15,202.4,106.8
O00913,2020-07-29,C0208,P006,S01,3,20,15,717.6,373.2
O00914,2023-08-23,C0037,P003,S05,4,15,15,977.5,515
O00915,2023-04-24,C0212,P002,S05,2,20,15,368,196
O00916,2020-11-21,C0247,P004,S01,3,5,15,1048.8,495.6
O00917,2024-07-24,C0221,P004,S05,3,20,15,883.2,452.4
O00918,2023-11-22,C0121,P002,S01,4,0,15,920,440
O00919,2023-04-27,C0238,P003,S05,1,15,15,244.38,128.75
O00920,2020-12-26,C0158,P004,S01,1,20,15,294.4,150.8
O00921,2024-04-28,C0195,P003,S04,1,0,15,287.5,140
O00922,2021-03-21,C0072,P005,S01,2,5,15,240.35,116.7
O00923,2022-07-16,C0273,P003,S04,4,5,15,1092.5,545
O00924,2021-02-25,C0163,P003,S05,3,15,15,733.12,386.25
O00925,2024-01-10,C0177,P001,S05,1,20,15,119.6,62.2
O00926,2022-11-11,C0207,P002,S03,1,10,15,207,104
O00927,2025-01-19,C0282,P001,S01,3,0,15,448.5,210
O00928,2024-10-29,C0145,P001,S02,4,20,15,478.4,248.8
O00929,2022-03-18,C0163,P006,S04,4,15,15,1016.6,513.2
O00930,2022-06-10,C0280,P002,S02,4,5,15,874,428
O00931,2021-01-20,C0285,P004,S03,4,5,15,1398.4,660.8
O00932,2021-08-13,C0065,P002,S01,1,0,15,230,110
O00933,2020-10-21,C0250,P006,S04,2,0,15,598,280
O00934,2020-10-08,C0213,P004,S05,4,20,15,1177.6,603.2
O00935,2021-01-03,C0233,P005,S04,4,15,15,430.1,220.2
O00936,2021-12-28,C0116,P002,S04,1,20,15,184,98
O00937,2022-10-17,C0122,P006,S05,3,15,15,762.45,384.9
O00938,2025-03-12,C0280,P005,S03,1,0,15,126.5,60
O00939,2023-03-09,C0248,P006,S03,1,20,15,239.2,124.4
O00940,2022-09-13,C0041,P002,S05,3,15,15,586.5,303
O00941,2022-11-24,C0041,P005,S05,1,5,15,120.17,58.35
O00942,2022-08-25,C0040,P006,S05,3,20,15,717.6,373.2
O00943,2020-04-18,C0176,P005,S01,4,15,15,430.1,220.2
O00944,2022-11-15,C0241,P005,S03,4,10,15,455.4,226.8
O00945,2025-05-21,C0151,P003,S02,1,20,15,230,125
O00946,2024-03-14,C0156,P006,S05,3,0,15,897,420
O00947,2023-07-12,C0243,P005,S02,1,10,15,113.85,56.7
O00948,2024-07-14,C0014,P003,S04,1,5,15,273.12,136.25
O00949,2022-11-01,C0040,P003,S03,2,20,15,460,250
O00950,2021-07-29,C0141,P003,S01,1,20,15,230,125
O00951,2020-12-23,C0078,P006,S04,3,5,15,852.15,408.3
O00952,2021-06-19,C0121,P004,S02,1,10,15,331.2,160.4
O00953,2020-06-21,C0075,P005,S02,4,15,15,430.1,220.2
O00954,2024-04-26,C0197,P002,S04,2,5,15,437,214
O00955,2023-03-29,C0177,P001,S03,1,0,15,149.5,70
O00956,2020-12-09,C0238,P004,S04,3,15,15,938.4,466.8
O00957,2024-03-08,C0273,P002,S04,4,15,15,782,404
O00958,2021-06-21,C0075,P005,S04,1,10,15,113.85,56.7
O00959,2025-03-13,C0230,P004,S03,1,0,15,368,170
O00960,2025-02-22,C0273,P006,S03,4,20,15,956.8,497.6
O00961,2025-02-23,C0140,P003,S03,3,0,15,862.5,420
O00962,2021-06-06,C0300,P004,S04,2,20,15,588.8,301.6
O00963,2024-04-26,C0100,P005,S03,2,10,15,227.7,113.4
O00964,2023-01-26,C0006,P006,S01,1,0,15,299,140
O00965,2022-04-22,C0051,P005,S01,4,10,15,455.4,226.8
O00966,2021-03-25,C0146,P003,S02,1,0,15,287.5,140
O00967,2023-06-22,C0048,P001,S05,2,20,15,239.2,124.4
O00968,2023-07-30,C0063,P006,S01,1,20,15,239.2,124.4
O00969,2020-09-23,C0193,P006,S05,2,0,15,598,280
O00970,2023-11-25,C0095,P003,S03,4,0,15,1150,560
O00971,2023-08-01,C0233,P003,S04,3,10,15,776.25,397.5
O00972,2020-11-27,C0038,P003,S01,4,15,15,977.5,515
O00973,2021-11-12,C0031,P003,S03,2,15,15,488.75,257.5
O00974,2020-05-22,C0252,P002,S05,4,5,15,874,428
O00975,2023-08-14,C0252,P001,S02,4,5,15,568.1,272.2
O00976,2023-06-11,C0055,P004,S03,1,0,15,368,170
O00977,2020-05-29,C0037,P005,S03,4,0,15,506,240
O00978,2025-01-10,C0255,P002,S01,1,15,15,195.5,101
O00979,2021-06-29,C0078,P006,S03,4,20,15,956.8,497.6
O00980,2020-01-08,C0264,P006,S04,4,15,15,1016.6,513.2
O00981,2022-04-07,C0036,P005,S02,1,15,15,107.53,55.05
O00982,2025-05-08,C0247,P001,S05,3,10,15,403.65,198.3
O00983,2023-10-28,C0156,P004,S01,1,10,15,331.2,160.4
O00984,2022-12-30,C0175,P001,S04,3,5,15,426.07,204.15
O00985,2020-12-27,C0284,P001,S04,2,10,15,269.1,132.2
O00986,2023-11-26,C0200,P001,S03,4,0,15,598,280
O00987,2024-12-17,C0225,P006,S02,2,0,15,598,280
O00988,2021-01-30,C0013,P006,S05,2,15,15,508.3,256.6
O00989,2022-03-07,C0033,P005,S03,4,20,15,404.8,213.6
O00990,2025-05-30,C0231,P001,S01,3,0,15,448.5,210
O00991,2021-11-22,C0022,P004,S01,2,20,15,588.8,301.6
O00992,2022-07-27,C0275,P002,S05,2,0,15,460,220
O00993,2020-03-16,C0073,P004,S01,4,20,15,1177.6,603.2
O00994,2020-04-03,C0125,P006,S02,1,5,15,284.05,136.1
O00995,2023-07-19,C0026,P003,S01,4,20,15,920,500
O00996,2020-12-15,C0033,P001,S01,4,20,15,478.4,248.8
O00997,2024-06-24,C0113,P001,S02,4,10,15,538.2,264.4
O00998,2024-07-19,C0206,P003,S01,2,10,15,517.5,265
O00999,2024-09-09,C0110,P001,S05,2,10,15,269.1,132.2
O01000,2020-05-09,C0062,P003,S02,4,5,15,1092.5,545
O01001,2023-11-27,C0190,P005,S02,4,5,15,480.7,233.4
O01002,2025-03-10,C0298,P001,S02,1,20,15,119.6,62.2
O01003,2022-02-09,C0081,P001,S04,1,0,15,149.5,70
O01004,2020-01-15,C0092,P001,S05,3,15,15,381.23,192.45
O01005,2023-11-21,C0244,P006,S02,2,5,15,568.1,272.2
O01006,2023-08-03,C0139,P005,S04,4,5,15,480.7,233.4
O01007,2025-04-05,C0090,P005,S01,2,15,15,215.05,110.1
O01008,2023-06-07,C0046,P006,S03,3,15,15,762.45,384.9
O01009,2020-01-10,C0286,P002,S02,1,20,15,184,98
O01010,2025-06-23,C0049,P005,S03,2,15,15,215.05,110.1
O01011,2024-04-26,C0107,P003,S01,2,0,15,575,280
O01012,2024-06-19,C0077,P006,S04,4,5,15,1136.2,544.4
O01013,2020-11-23,C0023,P001,S03,3,5,15,426.07,204.15
O01014,2022-06-09,C0129,P003,S05,4,0,15,1150,560
O01015,2020-08-01,C0027,P005,S02,2,0,15,253,120
O01016,2022-09-20,C0264,P001,S01,2,15,15,254.15,128.3
O01017,2023-04-28,C0297,P003,S04,2,10,15,517.5,265
O01018,2021-04-16,C0057,P003,S02,1,5,15,273.12,136.25
O01019,2024-02-19,C0212,P002,S04,2,0,15,460,220
O01020,2022-08-22,C0300,P004,S01,4,5,15,1398.4,660.8
O01021,2021-03-18,C0233,P002,S04,3,5,15,655.5,321
O01022,2022-07-26,C0100,P006,S03,3,5,15,852.15,408.3
O01023,2021-11-18,C0066,P001,S05,1,10,15,134.55,66.1
O01024,2020-10-06,C0057,P004,S04,4,5,15,1398.4,660.8
O01025,2024-04-06,C0176,P002,S03,2,20,15,368,196
O01026,2025-01-28,C0088,P005,S05,2,0,15,253,120
O01027,2022-04-23,C0268,P004,S02,4,15,15,1251.2,622.4
O01028,2021-07-25,C0008,P006,S04,2,5,15,568.1,272.2
O01029,2021-11-01,C0223,P005,S02,2,20,15,202.4,106.8
O01030,2025-01-13,C0003,P004,S01,1,15,15,312.8,155.6
O01031,2024-02-11,C0259,P001,S04,4,15,15,508.3,256.6
O01032,2024-07-16,C0051,P004,S04,2,0,15,736,340
O01033,2023-02-17,C0007,P006,S04,2,5,15,568.1,272.2
O01034,2022-01-04,C0152,P002,S01,1,15,15,195.5,101
O01035,2023-10-02,C0157,P002,S04,1,15,15,195.5,101
O01036,2022-08-07,C0071,P006,S04,2,10,15,538.2,264.4
O01037,2023-07-07,C0238,P006,S01,1,15,15,254.15,128.3
O01038,2025-01-03,C0171,P005,S01,3,15,15,322.57,165.15
O01039,2024-03-21,C0139,P006,S05,2,0,15,598,280
O01040,2023-06-24,C0172,P006,S01,3,0,15,897,420
O01041,2020-08-15,C0197,P003,S04,1,10,15,258.75,132.5
O01042,2022-01-20,C0090,P006,S05,1,20,15,239.2,124.4
O01043,2023-12-23,C0105,P002,S03,2,20,15,368,196
O01044,2020-08-20,C0245,P006,S05,2,5,15,568.1,272.2
O01045,2021-10-18,C0181,P003,S05,4,10,15,1035,530
O01046,2020-04-21,C0033,P003,S03,4,15,15,977.5,515
O01047,2022-10-23,C0270,P001,S04,3,15,15,381.23,192.45
O01048,2023-06-25,C0189,P006,S01,2,15,15,508.3,256.6
O01049,2020-06-27,C0042,P004,S02,3,0,15,1104,510
O01050,2020-08-11,C0085,P003,S01,2,15,15,488.75,257.5
O01051,2020-11-04,C0105,P005,S01,3,15,15,322.57,165.15
O01052,2025-06-08,C0278,P002,S04,3,15,15,586.5,303
O01053,2022-06-28,C0011,P003,S02,1,0,15,287.5,140
O01054,2024-11-20,C0119,P005,S03,4,20,15,404.8,213.6
O01055,2021-12-03,C0168,P004,S05,4,15,15,1251.2,622.4
O01056,2021-09-14,C0291,P002,S03,2,10,15,414,208
O01057,2021-04-09,C0248,P003,S03,1,5,15,273.12,136.25
O01058,2021-12-24,C0146,P004,S02,2,20,15,588.8,301.6
O01059,2021-08-07,C0094,P002,S02,2,5,15,437,214
O01060,2020-08-27,C0022,P003,S05,2,15,15,488.75,257.5
O01061,2021-06-17,C0190,P002,S02,1,10,15,207,104
O01062,2021-12-05,C0076,P003,S04,2,20,15,460,250
O01063,2021-09-09,C0063,P001,S04,4,5,15,568.1,272.2
O01064,2025-04-25,C0235,P003,S02,1,20,15,230,125
O01065,2025-06-21,C0260,P003,S03,4,10,15,1035,530
O01066,2025-06-08,C0294,P006,S02,4,10,15,1076.4,528.8
O01067,2023-11-12,C0058,P006,S04,1,5,15,284.05,136.1
O01068,2023-10-20,C0283,P001,S03,1,15,15,127.08,64.15
O01069,2023-06-18,C0113,P004,S03,1,10,15,331.2,160.4
O01070,2020-04-22,C0100,P005,S05,2,10,15,227.7,113.4
O01071,2021-02-04,C0012,P001,S05,4,0,15,598,280
O01072,2025-06-21,C0263,P004,S02,4,10,15,1324.8,641.6
O01073,2023-05-20,C0262,P001,S03,4,5,15,568.1,272.2
O01074,2024-01-06,C0219,P003,S04,3,0,15,862.5,420
O01075,2021-08-05,C0177,P003,S03,4,20,15,920,500
O01076,2020-06-28,C0111,P006,S04,4,15,15,1016.6,513.2
O01077,2021-08-14,C0084,P006,S04,4,5,15,1136.2,544.4
O01078,2024-09-07,C0045,P002,S02,3,15,15,586.5,303
O01079,2024-11-11,C0269,P003,S01,4,0,15,1150,560
O01080,2020-01-14,C0210,P006,S03,4,5,15,1136.2,544.4
O01081,2023-02-12,C0237,P006,S05,2,5,15,568.1,272.2
O01082,2021-01-15,C0196,P003,S05,4,0,15,1150,560
O01083,2024-08-12,C0155,P005,S03,4,20,15,404.8,213.6
O01084,2024-02-24,C0238,P002,S01,1,5,15,218.5,107
O01085,2021-06-21,C0154,P006,S04,1,10,15,269.1,132.2
O01086,2022-05-04,C0092,P004,S02,1,0,15,368,170
O01087,2024-04-15,C0142,P004,S01,3,20,15,883.2,452.4
O01088,2022-09-11,C0290,P004,S03,4,0,15,1472,680
O01089,2022-02-03,C0263,P006,S05,1,10,15,269.1,132.2
O01090,2020-11-29,C0298,P001,S02,3,15,15,381.23,192.45
O01091,2024-12-03,C0070,P003,S02,1,10,15,258.75,132.5
O01092,2022-01-09,C0215,P006,S03,1,10,15,269.1,132.2
O01093,2021-08-20,C0272,P006,S01,2,5,15,568.1,272.2
O01094,2024-04-15,C0049,P005,S02,3,10,15,341.55,170.1
O01095,2024-08-20,C0155,P003,S03,1,20,15,230,125
O01096,2023-04-02,C0181,P002,S01,2,20,15,368,196
O01097,2021-07-30,C0191,P004,S04,3,5,15,1048.8,495.6
O01098,2020-07-28,C0112,P002,S05,2,5,15,437,214
O01099,2024-06-16,C0287,P005,S05,1,15,15,107.53,55.05
O01100,2022-08-01,C0040,P001,S02,1,15,15,127.08,64.15
O01101,2021-12-14,C0160,P006,S03,2,15,15,508.3,256.6
O01102,2024-12-27,C0268,P003,S02,3,0,15,862.5,420
O01103,2024-03-04,C0061,P002,S02,2,5,15,437,214
O01104,2021-09-21,C0065,P002,S02,1,15,15,195.5,101
O01105,2023-11-15,C0058,P001,S01,4,15,15,508.3,256.6
O01106,2020-03-28,C0101,P001,S01,1,15,15,127.08,64.15
O01107,2020-08-31,C0130,P001,S01,3,0,15,448.5,210
O01108,2024-03-25,C0050,P001,S05,2,20,15,239.2,124.4
O01109,2025-01-19,C0103,P002,S03,1,0,15,230,110
O01110,2020-10-25,C0143,P005,S03,3,5,15,360.52,175.05
O01111,2024-10-17,C0257,P006,S05,2,20,15,478.4,248.8
O01112,2023-03-13,C0035,P001,S05,1,20,15,119.6,62.2
O01113,2021-03-20,C0099,P003,S02,1,0,15,287.5,140
O01114,2025-03-07,C0110,P005,S04,3,20,15,303.6,160.2
O01115,2021-01-14,C0226,P006,S01,2,10,15,538.2,264.4
O01116,2022-02-16,C0218,P002,S05,2,15,15,391,202
O01117,2020-08-19,C0161,P001,S04,1,20,15,119.6,62.2
O01118,2020-10-05,C0254,P003,S03,1,0,15,287.5,140
O01119,2021-11-02,C0253,P001,S04,3,15,15,381.23,192.45
O01120,2023-05-14,C0160,P006,S04,2,20,15,478.4,248.8
O01121,2022-04-14,C0149,P004,S02,1,15,15,312.8,155.6
O01122,2025-04-07,C0189,P002,S01,4,0,15,920,440
O01123,2022-03-22,C0225,P005,S01,1,5,15,120.17,58.35
O01124,2022-03-19,C0206,P006,S05,1,5,15,284.05,136.1
O01125,2020-05-12,C0187,P002,S03,2,20,15,368,196
O01126,2024-09-24,C0207,P001,S02,4,15,15,508.3,256.6
O01127,2021-07-24,C0298,P005,S03,4,10,15,455.4,226.8
O01128,2022-09-01,C0208,P004,S05,3,5,15,1048.8,495.6
O01129,2024-04-21,C0233,P001,S01,3,15,15,381.23,192.45
O01130,2022-10-15,C0119,P006,S02,1,0,15,299,140
O01131,2024-02-20,C0028,P001,S04,1,5,15,142.03,68.05
O01132,2022-02-22,C0168,P002,S03,1,0,15,230,110
O01133,2023-09-15,C0267,P004,S04,2,10,15,662.4,320.8
O01134,2023-09-17,C0255,P004,S05,3,20,15,883.2,452.4
O01135,2021-12-04,C0277,P005,S01,1,15,15,107.53,55.05
O01136,2024-12-07,C0061,P004,S04,3,15,15,938.4,466.8
O01137,2022-06-25,C0236,P001,S01,2,20,15,239.2,124.4
O01138,2023-09-12,C0156,P006,S02,4,15,15,1016.6,513.2
O01139,2020-10-02,C0160,P006,S04,4,0,15,1196,560
O01140,2023-03-11,C0252,P006,S05,4,15,15,1016.6,513.2
O01141,2023-02-25,C0081,P005,S01,4,10,15,455.4,226.8
O01142,2022-10-10,C0194,P005,S03,3,10,15,341.55,170.1
O01143,2020-05-05,C0015,P005,S01,2,10,15,227.7,113.4
O01144,2021-12-15,C0299,P001,S03,4,0,15,598,280
O01145,2022-05-26,C0177,P003,S04,3,0,15,862.5,420
O01146,2023-09-16,C0126,P002,S02,3,20,15,552,294
O01147,2020-06-22,C0034,P003,S01,3,5,15,819.38,408.75
O01148,2020-02-10,C0276,P003,S01,4,15,15,977.5,515
O01149,2023-03-09,C0264,P004,S03,1,15,15,312.8,155.6
O01150,2023-04-19,C0012,P003,S04,4,10,15,1035,530
O01151,2023-03-18,C0051,P004,S01,2,10,15,662.4,320.8
O01152,2022-10-14,C0258,P006,S03,2,20,15,478.4,248.8
O01153,2021-09-05,C0187,P004,S02,4,0,15,1472,680
O01154,2024-09-17,C0275,P002,S03,3,0,15,690,330
O01155,2021-08-31,C0294,P004,S02,1,20,15,294.4,150.8
O01156,2020-07-13,C0173,P003,S01,4,15,15,977.5,515
O01157,2021-03-05,C0178,P001,S03,3,15,15,381.23,192.45
O01158,2023-09-20,C0277,P003,S02,4,15,15,977.5,515
O01159,2021-05-29,C0264,P004,S05,2,0,15,736,340
O01160,2023-07-09,C0265,P002,S05,4,5,15,874,428
O01161,2023-09-15,C0240,P003,S05,4,20,15,920,500
O01162,2024-01-28,C0031,P005,S02,3,15,15,322.57,165.15
O01163,2020-10-29,C0124,P002,S03,4,15,15,782,404
O01164,2021-10-14,C0033,P006,S02,4,10,15,1076.4,528.8
O01165,2024-08-13,C0147,P006,S02,3,20,15,717.6,373.2
O01166,2021-04-28,C0208,P002,S01,2,5,15,437,214
O01167,2020-02-26,C0126,P003,S04,4,20,15,920,500
O01168,2022-06-12,C0217,P006,S01,2,5,15,568.1,272.2
O01169,2021-07-12,C0070,P001,S03,3,20,15,358.8,186.6
O01170,2020-12-26,C0022,P006,S04,1,0,15,299,140
O01171,2024-10-26,C0043,P003,S05,3,0,15,862.5,420
O01172,2025-01-18,C0209,P003,S01,4,5,15,1092.5,545
O01173,2021-04-28,C0058,P005,S05,1,20,15,101.2,53.4
O01174,2023-09-22,C0298,P005,S03,4,0,15,506,240
O01175,2021-05-02,C0063,P003,S03,4,5,15,1092.5,545
O01176,2025-03-30,C0217,P002,S02,1,5,15,218.5,107
O01177,2021-03-14,C0141,P004,S04,3,20,15,883.2,452.4
O01178,2020-04-24,C0252,P005,S03,1,10,15,113.85,56.7
O01179,2023-01-22,C0217,P004,S02,3,5,15,1048.8,495.6
O01180,2022-01-13,C0244,P006,S03,3,0,15,897,420
O01181,2023-08-14,C0018,P006,S01,2,10,15,538.2,264.4
O01182,2023-02-05,C0197,P003,S03,1,20,15,230,125
O01183,2024-11-10,C0122,P004,S04,1,15,15,312.8,155.6
O01184,2025-03-14,C0131,P003,S01,2,10,15,517.5,265
O01185,2021-03-06,C0083,P004,S03,4,0,15,1472,680
O01186,2021-07-15,C0042,P004,S04,4,10,15,1324.8,641.6
O01187,2024-01-09,C0217,P001,S02,3,20,15,358.8,186.6
O01188,2020-05-15,C0181,P004,S05,3,15,15,938.4,466.8
O01189,2023-11-24,C0015,P001,S02,4,5,15,568.1,272.2
O01190,2020-01-07,C0206,P002,S03,3,20,15,552,294
O01191,2020-06-17,C0057,P002,S02,2,20,15,368,196
O01192,2023-11-05,C0211,P003,S04,4,5,15,1092.5,545
O01193,2021-06-17,C0089,P006,S05,3,10,15,807.3,396.6
O01194,2021-02-10,C0044,P004,S03,2,15,15,625.6,311.2
O01195,2024-11-29,C0194,P005,S02,1,0,15,126.5,60
O01196,2025-03-05,C0286,P006,S05,2,0,15,598,280
O01197,2025-06-18,C0237,P002,S03,2,0,15,460,220
O01198,2022-04-01,C0220,P005,S03,2,0,15,253,120
O01199,2025-05-16,C0189,P002,S05,1,0,15,230,110
O01200,2024-01-11,C0270,P004,S04,4,0,15,1472,680
O01201,2021-04-04,C0105,P002,S03,3,15,15,586.5,303
O01202,2022-02-21,C0067,P004,S02,2,10,15,662.4,320.8
O01203,2024-01-28,C0097,P004,S02,4,5,15,1398.4,660.8
O01204,2020-02-28,C0149,P003,S02,4,5,15,1092.5,545
O01205,2022-01-27,C0299,P006,S04,1,0,15,299,140
O01206,2022-08-18,C0069,P003,S04,2,15,15,488.75,257.5
O01207,2023-12-21,C0217,P006,S05,3,0,15,897,420
O01208,2020-07-14,C0286,P001,S01,3,5,15,426.07,204.15
O01209,2022-08-22,C0182,P005,S05,1,0,15,126.5,60
O01210,2021-06-03,C0259,P005,S04,3,15,15,322.57,165.15
O01211,2023-10-06,C0190,P002,S05,1,20,15,184,98
O01212,2021-01-02,C0134,P002,S05,4,10,15,828,416
O01213,2024-12-02,C0240,P002,S01,3,20,15,552,294
O01214,2022-06-05,C0073,P003,S01,3,0,15,862.5,420
O01215,2020-09-18,C0256,P003,S03,4,10,15,1035,530
O01216,2025-01-22,C0135,P005,S03,3,15,15,322.57,165.15
O01217,2025-01-02,C0085,P003,S04,2,20,15,460,250
O01218,2024-10-13,C0226,P001,S02,2,0,15,299,140
O01219,2021-04-15,C0094,P001,S04,3,5,15,426.07,204.15
O01220,2023-12-16,C0240,P004,S01,4,0,15,1472,680
O01221,2022-06-23,C0183,P006,S05,4,15,15,1016.6,513.2
O01222,2022-10-06,C0058,P006,S02,1,10,15,269.1,132.2
O01223,2020-07-10,C0105,P003,S02,2,20,15,460,250
O01224,2024-08-11,C0140,P005,S05,2,20,15,202.4,106.8
O01225,2025-06-12,C0003,P005,S05,2,15,15,215.05,110.1
O01226,2025-02-28,C0040,P002,S04,1,10,15,207,104
O01227,2020-02-23,C0146,P006,S01,4,10,15,1076.4,528.8
O01228,2023-04-24,C0055,P003,S02,1,0,15,287.5,140
O01229,2022-07-31,C0246,P004,S03,1,10,15,331.2,160.4
O01230,2025-06-09,C0023,P006,S05,4,10,15,1076.4,528.8
O01231,2025-04-24,C0292,P002,S02,1,10,15,207,104
O01232,2021-10-23,C0029,P006,S01,4,0,15,1196,560
O01233,2022-03-27,C0131,P002,S02,4,0,15,920,440
O01234,2020-02-12,C0107,P002,S04,4,10,15,828,416
O01235,2023-08-18,C0079,P001,S03,4,15,15,508.3,256.6
O01236,2024-02-16,C0159,P006,S05,2,10,15,538.2,264.4
O01237,2023-09-24,C0050,P003,S05,2,15,15,488.75,257.5
O01238,2022-07-01,C0199,P004,S03,4,0,15,1472,680
O01239,2024-03-29,C0217,P003,S05,2,15,15,488.75,257.5
